first_name,last_name,salary,age,doj,manager_name,employee_id,dob
'Donald','Duck,30000,53,2019-09-14,'Square',392,1970-08-20
'Daisy','Yellow',40000,54,2019-08-15,'Pants',393,1969-09-21
'Goofy','Dog',50000,55,2019-07-16,'Patrick',394,1968-10-22
'Pete','Cat',60000,56,2019-06-16,'Star',395,1967-11-23
'Pluto','White',70000,57,2019-05-17,'Squid',396,1966-01-24
'Huey','Red',80000,58,2019-04-17,'Ward',397,1965-01-25
'Dewey','Black',90000,59,2019-03-18,'Eugene',398,1964-02-26
'Louise','Brown',100000,60,2019-02-16,'Gary',399,1963-03-27
'Mickey','Mouse',10000,21,2023-06-06,'Sponge',400,2002-04-28
'Minnie','Pink',20000,22,2023-06-06,'Bob',401,2001-05-29
'Donald','Duck,30000,23,2023-06-06,'Square',402,2000-06-30
'Daisy','Yellow',40000,24,2023-06-06,'Pants',403,1999-07-01
'Goofy','Dog',50000,25,2023-06-06,'Patrick',404,1998-08-01
'Pete','Cat',60000,26,2018-08-20,'Star',405,1997-09-02
'Pluto','White',70000,27,2018-07-21,'Squid',406,1996-10-03
'Huey','Red',80000,28,2018-06-21,'Ward',407,1995-11-04
'Dewey','Black',90000,29,2018-05-22,'Eugene',408,1994-01-05
'Louise','Brown',100000,30,2018-04-22,'Gary',409,1993-01-06
'Mickey','Mouse',10000,31,2018-03-23,'Sponge',410,1992-02-07
'Minnie','Pink',20000,32,2018-02-21,'Bob',411,1991-03-08
'Donald','Duck,30000,33,2018-01-22,'Square',412,1990-04-09
'Daisy','Yellow',40000,34,2017-12-23,'Pants',413,1989-05-10
'Goofy','Dog',50000,35,2017-11-23,'Patrick',414,1988-06-11
'Pete','Cat',60000,36,2017-10-24,'Star',415,1987-07-12
'Pluto','White',70000,37,2017-09-24,'Squid',416,1986-08-13
'Huey','Red',80000,38,2017-08-25,'Ward',417,1985-09-14
'Dewey','Black',90000,39,2017-07-26,'Eugene',418,1984-10-15
'Louise','Brown',100000,40,2017-06-26,'Gary',419,1983-11-16
'Mickey','Mouse',10000,41,2017-05-27,'Sponge',420,1982-01-17
'Minnie','Pink',20000,42,2017-04-27,'Bob',421,1981-01-18
'Donald','Duck,30000,43,2017-03-28,'Square',422,1980-02-19
'Daisy','Yellow',40000,44,2017-02-26,'Pants',423,1979-03-20
'Goofy','Dog',50000,45,2017-01-27,'Patrick',424,1978-04-21
'Pete','Cat',60000,46,2016-12-28,'Star',425,1977-05-22
'Pluto','White',70000,47,2016-11-28,'Squid',426,1976-06-23
'Huey','Red',80000,48,2016-10-29,'Ward',427,1975-07-24
'Dewey','Black',90000,49,2016-09-29,'Eugene',428,1974-08-25
'Louise','Brown',100000,50,2016-08-30,'Gary',429,1973-09-26
'Mickey','Mouse',10000,51,2016-07-31,'Sponge',430,1972-10-27
'Minnie','Pink',20000,52,2016-07-01,'Bob',431,1971-11-28
'Donald','Duck,30000,53,2016-06-01,'Square',432,1970-01-29
'Daisy','Yellow',40000,54,2016-05-02,'Pants',433,1969-01-30
'Goofy','Dog',50000,55,2016-04-02,'Patrick',434,1968-02-01
'Pete','Cat',60000,56,2016-03-03,'Star',435,1967-03-01
'Pluto','White',70000,57,2016-02-02,'Squid',436,1966-04-02
'Huey','Red',80000,58,2016-01-03,'Ward',437,1965-05-03
'Dewey','Black',90000,59,2015-12-04,'Eugene',438,1964-06-04
'Louise','Brown',100000,60,2015-11-04,'Gary',439,1963-07-05
'Mickey','Mouse',10000,21,2023-06-06,'Sponge',440,2002-08-06
'Minnie','Pink',20000,22,2023-06-06,'Bob',441,2001-09-07
'Donald','Duck,30000,23,2023-06-06,'Square',442,2000-10-08
'Daisy','Yellow',40000,24,2023-06-06,'Pants',443,1999-11-09
'Goofy','Dog',50000,25,2023-06-06,'Patrick',444,1998-01-10
'Pete','Cat',60000,26,2023-06-06,'Star',445,1997-01-11
'Pluto','White',70000,27,2023-06-06,'Squid',446,1996-02-12
'Huey','Red',80000,28,2023-06-06,'Ward',447,1995-03-13
'Dewey','Black',90000,29,2015-02-07,'Eugene',448,1994-04-14
'Louise','Brown',100000,30,2015-01-08,'Gary',449,1993-05-15
'Mickey','Mouse',10000,31,2014-12-09,'Sponge',450,1992-06-16
'Minnie','Pink',20000,32,2014-11-09,'Bob',451,1991-07-17
'Donald','Duck,30000,33,2014-10-10,'Square',452,1990-08-18
'Daisy','Yellow',40000,34,2014-09-10,'Pants',453,1989-09-19
'Goofy','Dog',50000,35,2014-08-11,'Patrick',454,1988-10-20
'Pete','Cat',60000,36,2014-07-12,'Star',455,1987-11-21
'Pluto','White',70000,37,2014-06-12,'Squid',456,1986-01-22
'Huey','Red',80000,38,2014-05-13,'Ward',457,1985-01-23
'Dewey','Black',90000,39,2014-04-13,'Eugene',458,1984-02-24
'Louise','Brown',100000,40,2014-03-14,'Gary',459,1983-03-25
'Mickey','Mouse',10000,41,2014-02-12,'Sponge',460,1982-04-26
'Minnie','Pink',20000,42,2014-01-13,'Bob',461,1981-05-27
'Donald','Duck,30000,43,2013-12-14,'Square',462,1980-06-28
'Daisy','Yellow',40000,44,2013-11-14,'Pants',463,1979-07-29
'Goofy','Dog',50000,45,2013-10-15,'Patrick',464,1978-08-30
'Pete','Cat',60000,46,2013-09-15,'Star',465,1977-09-01
'Pluto','White',70000,47,2013-08-16,'Squid',466,1976-10-01
'Huey','Red',80000,48,2013-07-17,'Ward',467,1975-11-02
'Dewey','Black',90000,49,2013-06-17,'Eugene',468,1974-01-03
'Louise','Brown',100000,50,2013-05-18,'Gary',469,1973-01-04
'Mickey','Mouse',10000,51,2013-04-18,'Sponge',470,1972-02-05
'Minnie','Pink',20000,52,2013-03-19,'Bob',471,1971-03-06
'Donald','Duck,30000,53,2013-02-17,'Square',472,1970-04-07
'Daisy','Yellow',40000,54,2013-01-18,'Pants',473,1969-05-08
'Goofy','Dog',50000,55,2012-12-19,'Patrick',474,1968-06-09
'Pete','Cat',60000,56,2012-11-19,'Star',475,1967-07-10
'Pluto','White',70000,57,2012-10-20,'Squid',476,1966-08-11
'Huey','Red',80000,58,2012-09-20,'Ward',477,1965-09-12
'Dewey','Black',90000,59,2012-08-21,'Eugene',478,1964-10-13
'Louise','Brown',100000,60,2012-07-22,'Gary',479,1963-11-14
'Mickey','Mouse',10000,21,2023-06-06,'Sponge',480,2002-01-15
'Minnie','Pink',20000,22,2023-06-06,'Bob',481,2001-01-16
'Donald','Duck,30000,23,2023-06-06,'Square',482,2000-02-17
'Daisy','Yellow',40000,24,2023-06-06,'Pants',483,1999-03-18
'Goofy','Dog',50000,25,2023-06-06,'Patrick',484,1998-04-19
'Pete','Cat',60000,26,2023-06-06,'Star',485,1997-05-20
'Pluto','White',70000,27,2023-06-06,'Squid',486,1996-06-21
'Huey','Red',80000,28,2023-06-06,'Ward',487,1995-07-22
'Dewey','Black',90000,29,2023-06-06,'Eugene',488,1994-08-23
'Louise','Brown',100000,30,2023-06-06,'Gary',489,1993-09-24
'Mickey','Mouse',10000,31,2023-06-06,'Sponge',490,1992-10-25
'Minnie','Pink',20000,32,2023-06-06,'Bob',491,1991-11-26
'Donald','Duck,30000,33,2011-06-28,'Square',492,1990-01-27
'Daisy','Yellow',40000,34,2011-05-29,'Pants',493,1989-01-28
'Goofy','Dog',50000,35,2011-04-29,'Patrick',494,1988-02-28
'Pete','Cat',60000,36,2011-03-30,'Star',495,1987-03-30
'Pluto','White',70000,37,2011-02-28,'Squid',496,1986-04-01
'Huey','Red',80000,38,2011-01-29,'Ward',497,1985-05-01
'Dewey','Black',90000,39,2010-12-30,'Eugene',498,1984-06-02
'Louise','Brown',100000,40,2010-11-30,'Gary',499,1983-07-03
'Mickey','Mouse',10000,41,2010-10-31,'Sponge',500,1982-08-04
'Minnie','Pink',20000,42,2010-10-01,'Bob',501,1981-09-05
'Donald','Duck,30000,43,2010-09-01,'Square',502,1980-10-06
'Daisy','Yellow',40000,44,2010-08-02,'Pants',503,1979-11-07
'Goofy','Dog',50000,45,2010-07-03,'Patrick',504,1978-01-08
'Pete','Cat',60000,46,2010-06-03,'Star',505,1977-01-09
'Pluto','White',70000,47,2010-05-04,'Squid',506,1976-02-10
'Huey','Red',80000,48,2010-04-04,'Ward',507,1975-03-11
'Dewey','Black',90000,49,2010-03-05,'Eugene',508,1974-04-12
'Louise','Brown',100000,50,2010-02-03,'Gary',509,1973-05-13
'Mickey','Mouse',10000,51,2010-01-04,'Sponge',510,1972-06-14
'Minnie','Pink',20000,52,2009-12-05,'Bob',511,1971-07-15
'Donald','Duck,30000,53,2009-11-05,'Square',512,1970-08-16
'Daisy','Yellow',40000,54,2009-10-06,'Pants',513,1969-09-17
'Goofy','Dog',50000,55,2009-09-06,'Patrick',514,1968-10-18
'Pete','Cat',60000,56,2009-08-07,'Star',515,1967-11-19
'Pluto','White',70000,57,2009-07-08,'Squid',516,1966-01-20
'Huey','Red',80000,58,2009-06-08,'Ward',517,1965-01-21
'Dewey','Black',90000,59,2009-05-09,'Eugene',518,1964-02-22
'Louise','Brown',100000,60,2009-04-09,'Gary',519,1963-03-23
'Mickey','Mouse',10000,21,2023-06-06,'Sponge',520,2002-04-24
'Minnie','Pink',20000,22,2023-06-06,'Bob',521,2001-05-25
'Donald','Duck,30000,23,2023-06-06,'Square',522,2000-06-26
'Daisy','Yellow',40000,24,2023-06-06,'Pants',523,1999-07-27
'Goofy','Dog',50000,25,2023-06-06,'Patrick',524,1998-08-28
'Pete','Cat',60000,26,2023-06-06,'Star',525,1997-09-29
'Pluto','White',70000,27,2023-06-06,'Squid',526,1996-10-30
'Huey','Red',80000,28,2023-06-06,'Ward',527,1995-11-01
'Dewey','Black',90000,29,2023-06-06,'Eugene',528,1994-01-01
'Louise','Brown',100000,30,2023-06-06,'Gary',529,1993-01-02
'Mickey','Mouse',10000,31,2023-06-06,'Sponge',530,1992-02-03
'Minnie','Pink',20000,32,2023-06-06,'Bob',531,1991-03-04
'Donald','Duck,30000,33,2023-06-06,'Square',532,1990-04-05
'Daisy','Yellow',40000,34,2023-06-06,'Pants',533,1989-05-06
'Goofy','Dog',50000,35,2023-06-06,'Patrick',534,1988-06-07
'Pete','Cat',60000,36,2023-06-06,'Star',535,1987-07-08
'Pluto','White',70000,37,2007-11-16,'Squid',536,1986-08-09
'Huey','Red',80000,38,2007-10-17,'Ward',537,1985-09-10
'Dewey','Black',90000,39,2007-09-17,'Eugene',538,1984-10-11
'Louise','Brown',100000,40,2007-08-18,'Gary',539,1983-11-12
'Mickey','Mouse',10000,41,2007-07-19,'Sponge',540,1982-01-13
'Minnie','Pink',20000,42,2007-06-19,'Bob',541,1981-01-14
'Donald','Duck,30000,43,2007-05-20,'Square',542,1980-02-15
'Daisy','Yellow',40000,44,2007-04-20,'Pants',543,1979-03-16
'Goofy','Dog',50000,45,2007-03-21,'Patrick',544,1978-04-17
'Pete','Cat',60000,46,2007-02-19,'Star',545,1977-05-18
'Pluto','White',70000,47,2007-01-20,'Squid',546,1976-06-19
'Huey','Red',80000,48,2006-12-21,'Ward',547,1975-07-20
'Dewey','Black',90000,49,2006-11-21,'Eugene',548,1974-08-21
'Louise','Brown',100000,50,2006-10-22,'Gary',549,1973-09-22
'Mickey','Mouse',10000,51,2006-09-22,'Sponge',550,1972-10-23
'Minnie','Pink',20000,52,2006-08-23,'Bob',551,1971-11-24
'Donald','Duck,30000,53,2006-07-24,'Square',552,1970-01-25
'Daisy','Yellow',40000,54,2006-06-24,'Pants',553,1969-01-26
'Goofy','Dog',50000,55,2006-05-25,'Patrick',554,1968-02-27
'Pete','Cat',60000,56,2006-04-25,'Star',555,1967-03-28
'Pluto','White',70000,57,2006-03-26,'Squid',556,1966-04-29
'Huey','Red',80000,58,2006-02-24,'Ward',557,1965-05-30
'Dewey','Black',90000,59,2006-01-25,'Eugene',558,1964-06-01
'Louise','Brown',100000,60,2005-12-26,'Gary',559,1963-07-01
'Mickey','Mouse',10000,21,2023-06-06,'Sponge',560,2002-08-02
'Minnie','Pink',20000,22,2023-06-06,'Bob',561,2001-09-03
'Donald','Duck,30000,23,2023-06-06,'Square',562,2000-10-04
'Daisy','Yellow',40000,24,2023-06-06,'Pants',563,1999-11-05
'Goofy','Dog',50000,25,2023-06-06,'Patrick',564,1998-01-06
'Pete','Cat',60000,26,2023-06-06,'Star',565,1997-01-07
'Pluto','White',70000,27,2023-06-06,'Squid',566,1996-02-08
'Huey','Red',80000,28,2023-06-06,'Ward',567,1995-03-09
'Dewey','Black',90000,29,2023-06-06,'Eugene',568,1994-04-10
'Louise','Brown',100000,30,2023-06-06,'Gary',569,1993-05-11
'Mickey','Mouse',10000,31,2023-06-06,'Sponge',570,1992-06-12
'Minnie','Pink',20000,32,2023-06-06,'Bob',571,1991-07-13
'Donald','Duck,30000,33,2023-06-06,'Square',572,1990-08-14
'Daisy','Yellow',40000,34,2023-06-06,'Pants',573,1989-09-15
'Goofy','Dog',50000,35,2023-06-06,'Patrick',574,1988-10-16
'Pete','Cat',60000,36,2023-06-06,'Star',575,1987-11-17
'Pluto','White',70000,37,2023-06-06,'Squid',576,1986-01-18
'Huey','Red',80000,38,2023-06-06,'Ward',577,1985-01-19
'Dewey','Black',90000,39,2023-06-06,'Eugene',578,1984-02-20
'Louise','Brown',100000,40,2004-05-05,'Gary',579,1983-03-21
'Mickey','Mouse',10000,41,2004-04-05,'Sponge',580,1982-04-22
'Minnie','Pink',20000,42,2004-03-06,'Bob',581,1981-05-23
'Donald','Duck,30000,43,2004-02-05,'Square',582,1980-06-24
'Daisy','Yellow',40000,44,2004-01-06,'Pants',583,1979-07-25
'Goofy','Dog',50000,45,2003-12-07,'Patrick',584,1978-08-26
'Pete','Cat',60000,46,2003-11-07,'Star',585,1977-09-27
'Pluto','White',70000,47,2003-10-08,'Squid',586,1976-10-28
'Huey','Red',80000,48,2003-09-08,'Ward',587,1975-11-29
'Dewey','Black',90000,49,2003-08-09,'Eugene',588,1974-01-30
'Louise','Brown',100000,50,2003-07-10,'Gary',589,1973-01-01
'Mickey','Mouse',10000,51,2003-06-10,'Sponge',590,1972-02-01
'Minnie','Pink',20000,52,2003-05-11,'Bob',591,1971-03-02
'Donald','Duck,30000,53,2003-04-11,'Square',592,1970-04-03
'Daisy','Yellow',40000,54,2003-03-12,'Pants',593,1969-05-04
'Goofy','Dog',50000,55,2003-02-10,'Patrick',594,1968-06-05
'Pete','Cat',60000,56,2003-01-11,'Star',595,1967-07-06
'Pluto','White',70000,57,2002-12-12,'Squid',596,1966-08-07
'Huey','Red',80000,58,2002-11-12,'Ward',597,1965-09-08
'Dewey','Black',90000,59,2002-10-13,'Eugene',598,1964-10-09
'Louise','Brown',100000,60,2002-09-13,'Gary',599,1963-11-10
'Mickey','Mouse',10000,21,2023-06-06,'Sponge',600,2002-01-11
'Minnie','Pink',20000,22,2023-06-06,'Bob',601,2001-01-12
'Donald','Duck,30000,23,2023-06-06,'Square',602,2000-02-13
'Daisy','Yellow',40000,24,2023-06-06,'Pants',603,1999-03-14
'Goofy','Dog',50000,25,2023-06-06,'Patrick',604,1998-04-15
'Pete','Cat',60000,26,2023-06-06,'Star',605,1997-05-16
'Pluto','White',70000,27,2023-06-06,'Squid',606,1996-06-17
'Huey','Red',80000,28,2023-06-06,'Ward',607,1995-07-18
'Dewey','Black',90000,29,2023-06-06,'Eugene',608,1994-08-19
'Louise','Brown',100000,30,2023-06-06,'Gary',609,1993-09-20
'Mickey','Mouse',10000,31,2023-06-06,'Sponge',610,1992-10-21
'Minnie','Pink',20000,32,2023-06-06,'Bob',611,1991-11-22
'Donald','Duck,30000,33,2023-06-06,'Square',612,1990-01-23
'Daisy','Yellow',40000,34,2023-06-06,'Pants',613,1989-01-24
'Goofy','Dog',50000,35,2023-06-06,'Patrick',614,1988-02-25
'Pete','Cat',60000,36,2023-06-06,'Star',615,1987-03-26
'Pluto','White',70000,37,2023-06-06,'Squid',616,1986-04-27
'Huey','Red',80000,38,2023-06-06,'Ward',617,1985-05-28
'Dewey','Black',90000,39,2023-06-06,'Eugene',618,1984-06-29
'Louise','Brown',100000,40,2023-06-06,'Gary',619,1983-07-30
'Mickey','Mouse',10000,41,2023-06-06,'Sponge',620,1982-08-01
'Minnie','Pink',20000,42,2023-06-06,'Bob',621,1981-09-01
'Donald','Duck,30000,43,2023-06-06,'Square',622,1980-10-02
'Daisy','Yellow',40000,44,2000-09-23,'Pants',623,1979-11-03
'Goofy','Dog',50000,45,2000-08-24,'Patrick',624,1978-01-04
'Pete','Cat',60000,46,2000-07-25,'Star',625,1977-01-05
'Pluto','White',70000,47,2000-06-25,'Squid',626,1976-02-06
'Huey','Red',80000,48,2000-05-26,'Ward',627,1975-03-07
'Dewey','Black',90000,49,2000-04-26,'Eugene',628,1974-04-08
'Louise','Brown',100000,50,2000-03-27,'Gary',629,1973-05-09
'Mickey','Mouse',10000,51,2000-02-26,'Sponge',630,1972-06-10
'Minnie','Pink',20000,52,2000-01-27,'Bob',631,1971-07-11
'Donald','Duck,30000,53,1999-12-28,'Square',632,1970-08-12
'Daisy','Yellow',40000,54,1999-11-28,'Pants',633,1969-09-13
'Goofy','Dog',50000,55,1999-10-29,'Patrick',634,1968-10-14
'Pete','Cat',60000,56,1999-09-29,'Star',635,1967-11-15
'Pluto','White',70000,57,1999-08-30,'Squid',636,1966-01-16
'Huey','Red',80000,58,1999-07-31,'Ward',637,1965-01-17
'Dewey','Black',90000,59,1999-07-01,'Eugene',638,1964-02-18
'Louise','Brown',100000,60,1999-06-01,'Gary',639,1963-03-19
'Mickey','Mouse',10000,21,2023-06-06,'Sponge',640,2002-04-20
'Minnie','Pink',20000,22,2023-06-06,'Bob',641,2001-05-21
'Donald','Duck,30000,23,2023-06-06,'Square',642,2000-06-22
'Daisy','Yellow',40000,24,2023-06-06,'Pants',643,1999-07-23
'Goofy','Dog',50000,25,2023-06-06,'Patrick',644,1998-08-24
'Pete','Cat',60000,26,2023-06-06,'Star',645,1997-09-25
'Pluto','White',70000,27,2023-06-06,'Squid',646,1996-10-26
'Huey','Red',80000,28,2023-06-06,'Ward',647,1995-11-27
'Dewey','Black',90000,29,2023-06-06,'Eugene',648,1994-01-28
'Louise','Brown',100000,30,2023-06-06,'Gary',649,1993-01-29
'Mickey','Mouse',10000,31,2023-06-06,'Sponge',650,1992-02-28
'Minnie','Pink',20000,32,2023-06-06,'Bob',651,1991-03-01
'Donald','Duck,30000,33,2023-06-06,'Square',652,1990-04-01
'Daisy','Yellow',40000,34,2023-06-06,'Pants',653,1989-05-02
'Goofy','Dog',50000,35,2023-06-06,'Patrick',654,1988-06-03
'Pete','Cat',60000,36,2023-06-06,'Star',655,1987-07-04
'Pluto','White',70000,37,2023-06-06,'Squid',656,1986-08-05
'Huey','Red',80000,38,2023-06-06,'Ward',657,1985-09-06
'Dewey','Black',90000,39,2023-06-06,'Eugene',658,1984-10-07
'Louise','Brown',100000,40,2023-06-06,'Gary',659,1983-11-08
'Mickey','Mouse',10000,41,2023-06-06,'Sponge',660,1982-01-09
'Minnie','Pink',20000,42,2023-06-06,'Bob',661,1981-01-10
'Donald','Duck,30000,43,2023-06-06,'Square',662,1980-02-11
'Daisy','Yellow',40000,44,2023-06-06,'Pants',663,1979-03-12
'Goofy','Dog',50000,45,2023-06-06,'Patrick',664,1978-04-13
'Pete','Cat',60000,46,2023-06-06,'Star',665,1977-05-14
'Pluto','White',70000,47,1997-03-13,'Squid',666,1976-06-15
'Huey','Red',80000,48,1997-02-11,'Ward',667,1975-07-16
'Dewey','Black',90000,49,1997-01-12,'Eugene',668,1974-08-17
'Louise','Brown',100000,50,1996-12-13,'Gary',669,1973-09-18
'Mickey','Mouse',10000,51,1996-11-13,'Sponge',670,1972-10-19
'Minnie','Pink',20000,52,1996-10-14,'Bob',671,1971-11-20
'Donald','Duck,30000,53,1996-09-14,'Square',672,1970-01-21
'Daisy','Yellow',40000,54,1996-08-15,'Pants',673,1969-01-22
'Goofy','Dog',50000,55,1996-07-16,'Patrick',674,1968-02-23
'Pete','Cat',60000,56,1996-06-16,'Star',675,1967-03-24
'Pluto','White',70000,57,1996-05-17,'Squid',676,1966-04-25
'Huey','Red',80000,58,1996-04-17,'Ward',677,1965-05-26
'Dewey','Black',90000,59,1996-03-18,'Eugene',678,1964-06-27
'Louise','Brown',100000,60,1996-02-17,'Gary',679,1963-07-28
'Mickey','Mouse',10000,21,2023-06-06,'Sponge',680,2002-08-29
'Minnie','Pink',20000,22,2023-06-06,'Bob',681,2001-09-30
'Donald','Duck,30000,23,2023-06-06,'Square',682,2000-10-01
'Daisy','Yellow',40000,24,2023-06-06,'Pants',683,1999-11-01
'Goofy','Dog',50000,25,2023-06-06,'Patrick',684,1998-01-02
'Pete','Cat',60000,26,2023-06-06,'Star',685,1997-01-03
'Pluto','White',70000,27,2023-06-06,'Squid',686,1996-02-04
'Huey','Red',80000,28,2023-06-06,'Ward',687,1995-03-05
'Dewey','Black',90000,29,2023-06-06,'Eugene',688,1994-04-06
'Louise','Brown',100000,30,2023-06-06,'Gary',689,1993-05-07
'Mickey','Mouse',10000,31,2023-06-06,'Sponge',690,1992-06-08
'Minnie','Pink',20000,32,2023-06-06,'Bob',691,1991-07-09
'Donald','Duck,30000,33,2023-06-06,'Square',692,1990-08-10
'Daisy','Yellow',40000,34,2023-06-06,'Pants',693,1989-09-11
'Goofy','Dog',50000,35,2023-05-07,'Patrick',694,1988-10-12
'Pete','Cat',60000,36,2023-04-07,'Star',695,1987-11-13
'Pluto','White',70000,37,2023-03-08,'Squid',696,1986-01-14
'Huey','Red',80000,38,2023-02-06,'Ward',697,1985-01-15
'Dewey','Black',90000,39,2023-01-07,'Eugene',698,1984-02-16
'Louise','Brown',100000,40,2022-12-08,'Gary',699,1983-03-17
'Mickey','Mouse',10000,41,2022-11-08,'Sponge',700,1982-04-18
'Minnie','Pink',20000,42,2022-10-09,'Bob',701,1981-05-19
'Donald','Duck,30000,43,2022-09-09,'Square',702,1980-06-20
'Daisy','Yellow',40000,44,2022-08-10,'Pants',703,1979-07-21
'Goofy','Dog',50000,45,2022-07-11,'Patrick',704,1978-08-22
'Pete','Cat',60000,46,2022-06-11,'Star',705,1977-09-23
'Pluto','White',70000,47,2022-05-12,'Squid',706,1976-10-24
'Huey','Red',80000,48,2022-04-12,'Ward',707,1975-11-25
'Dewey','Black',90000,49,2022-03-13,'Eugene',708,1974-01-26
'Louise','Brown',100000,50,2022-02-11,'Gary',709,1973-01-27
'Mickey','Mouse',10000,51,2022-01-12,'Sponge',710,1972-02-28
'Minnie','Pink',20000,52,2021-12-13,'Bob',711,1971-03-29
'Donald','Duck,30000,53,2021-11-13,'Square',712,1970-04-30
'Daisy','Yellow',40000,54,2021-10-14,'Pants',713,1969-05-01
'Goofy','Dog',50000,55,2021-09-14,'Patrick',714,1968-06-01
'Pete','Cat',60000,56,2021-08-15,'Star',715,1967-07-02
'Pluto','White',70000,57,2021-07-16,'Squid',716,1966-08-03
'Huey','Red',80000,58,2021-06-16,'Ward',717,1965-09-04
'Dewey','Black',90000,59,2021-05-17,'Eugene',718,1964-10-05
'Louise','Brown',100000,60,2021-04-17,'Gary',719,1963-11-06
'Mickey','Mouse',10000,21,2023-05-18,'Sponge',720,2002-01-07
'Minnie','Pink',20000,22,2023-05-18,'Bob',721,2001-01-08
'Donald','Duck,30000,23,2021-01-17,'Square',722,2000-02-09
'Daisy','Yellow',40000,24,2020-12-18,'Pants',723,1999-03-10
'Goofy','Dog',50000,25,2020-11-18,'Patrick',724,1998-04-11
'Pete','Cat',60000,26,2020-10-19,'Star',725,1997-05-12
'Pluto','White',70000,27,2020-09-19,'Squid',726,1996-06-13
'Huey','Red',80000,28,2020-08-20,'Ward',727,1995-07-14
'Dewey','Black',90000,29,2020-07-21,'Eugene',728,1994-08-15
'Louise','Brown',100000,30,2020-06-21,'Gary',729,1993-09-16
'Mickey','Mouse',10000,31,2020-05-22,'Sponge',730,1992-10-17
'Minnie','Pink',20000,32,2020-04-22,'Bob',731,1991-11-18
'Donald','Duck,30000,33,2020-03-23,'Square',732,1990-01-19
'Daisy','Yellow',40000,34,2020-02-22,'Pants',733,1989-01-20
'Goofy','Dog',50000,35,2020-01-23,'Patrick',734,1988-02-21
'Pete','Cat',60000,36,2019-12-24,'Star',735,1987-03-22
'Pluto','White',70000,37,2019-11-24,'Squid',736,1986-04-23
'Huey','Red',80000,38,2019-10-25,'Ward',737,1985-05-24
'Dewey','Black',90000,39,2019-09-25,'Eugene',738,1984-06-25
'Louise','Brown',100000,40,2019-08-26,'Gary',739,1983-07-26
'Mickey','Mouse',10000,41,2019-07-27,'Sponge',740,1982-08-27
'Minnie','Pink',20000,42,2019-06-27,'Bob',741,1981-09-28
'Donald','Duck,30000,43,2019-05-28,'Square',742,1980-10-29
'Daisy','Yellow',40000,44,2019-04-28,'Pants',743,1979-11-30
'Goofy','Dog',50000,45,2019-03-29,'Patrick',744,1978-01-01
'Pete','Cat',60000,46,2019-02-27,'Star',745,1977-01-01
'Pluto','White',70000,47,2019-01-28,'Squid',746,1976-02-02
'Huey','Red',80000,48,2018-12-29,'Ward',747,1975-03-03
'Dewey','Black',90000,49,2018-11-29,'Eugene',748,1974-04-04
'Louise','Brown',100000,50,2018-10-30,'Gary',749,1973-05-05
'Mickey','Mouse',10000,51,2018-09-30,'Sponge',750,1972-06-06
'Minnie','Pink',20000,52,2018-08-31,'Bob',751,1971-07-07
'Donald','Duck,30000,53,2018-08-01,'Square',752,1970-08-08
'Daisy','Yellow',40000,54,2018-07-02,'Pants',753,1969-09-09
'Goofy','Dog',50000,55,2018-06-02,'Patrick',754,1968-10-10
'Pete','Cat',60000,56,2018-05-03,'Star',755,1967-11-11
'Pluto','White',70000,57,2018-04-03,'Squid',756,1966-01-12
'Huey','Red',80000,58,2018-03-04,'Ward',757,1965-01-13
'Dewey','Black',90000,59,2018-02-02,'Eugene',758,1964-02-14
'Louise','Brown',100000,60,2018-01-03,'Gary',759,1963-03-15
'Mickey','Mouse',10000,21,2023-05-18,'Sponge',760,2002-04-16
'Minnie','Pink',20000,22,2023-05-18,'Bob',761,2001-05-17
'Donald','Duck,30000,23,2023-05-18,'Square',762,2000-06-18
'Daisy','Yellow',40000,24,2023-05-18,'Pants',763,1999-07-19
'Goofy','Dog',50000,25,2023-05-18,'Patrick',764,1998-08-20
'Pete','Cat',60000,26,2023-05-18,'Star',765,1997-09-21
'Pluto','White',70000,27,2017-06-07,'Squid',766,1996-10-22
'Huey','Red',80000,28,2017-05-08,'Ward',767,1995-11-23
'Dewey','Black',90000,29,2017-04-08,'Eugene',768,1994-01-24
'Louise','Brown',100000,30,2017-03-09,'Gary',769,1993-01-25
'Mickey','Mouse',10000,31,2017-02-07,'Sponge',770,1992-02-26
'Minnie','Pink',20000,32,2017-01-08,'Bob',771,1991-03-27
'Donald','Duck,30000,33,2016-12-09,'Square',772,1990-04-28
'Daisy','Yellow',40000,34,2016-11-09,'Pants',773,1989-05-29
'Goofy','Dog',50000,35,2016-10-10,'Patrick',774,1988-06-30
'Pete','Cat',60000,36,2016-09-10,'Star',775,1987-07-01
'Pluto','White',70000,37,2016-08-11,'Squid',776,1986-08-01
'Huey','Red',80000,38,2016-07-12,'Ward',777,1985-09-02
'Dewey','Black',90000,39,2016-06-12,'Eugene',778,1984-10-03
'Louise','Brown',100000,40,2016-05-13,'Gary',779,1983-11-04
'Mickey','Mouse',10000,41,2016-04-13,'Sponge',780,1982-01-05
'Minnie','Pink',20000,42,2016-03-14,'Bob',781,1981-01-06
'Donald','Duck,30000,43,2016-02-13,'Square',782,1980-02-07
'Daisy','Yellow',40000,44,2016-01-14,'Pants',783,1979-03-08
'Goofy','Dog',50000,45,2015-12-15,'Patrick',784,1978-04-09
